year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57569nl79279,ca,42,60755,white,gray,exeter finance corp,12400,14500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Honda,CR-V,EX-L,SUV,automatic,5j6re38759l029852,ca,19,84832,black,black,honda of hayward,12950,9000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,MINI,Cooper,S,Hatchback,automatic,wmwmf73599tw81834,ca,2,108096,gray,black,east bay bmw,5825,4600,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2009,Cadillac,Escalade,Base,SUV,automatic,1gyfc53219r124437,ca,26,72247,blue,black,caseys cars inc,22600,25000,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,DE,Sedan,automatic,ja3au16u69u042671,ca,35,51521,silver,black,jpmorgan chase bank n.a.,5025,7600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Cadillac,Escalade Hybrid,Base,SUV,automatic,1gyfc43509r123767,ca,28,170960,white,—,myrddin fleet services,15750,15000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2009,Honda,Accord,EX,Sedan,automatic,1hgcp26779a158269,ca,28,78127,gray,gray,wells fargo dealer services,9575,11000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Ford,Fusion,SEL,Sedan,automatic,3fahp08109r180756,ca,,56663,black,black,kearny pearson kia,9025,8500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,chevrolet,2500,slv 4x2 rg work truck,,automatic,1gbhc44k19e127776,ca,3,93884,white,black,tradewinds remarketing,10900,10600,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,S,Sedan,automatic,1nxbu40e59z135329,ca,2,105473,red,black,exeter finance corp,7625,4400,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,SLK-Class,SLK350,Convertible,automatic,wdbwk58f29f192962,ca,35,97527,black,black,san diego sports cars,14200,14000,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2009,Jaguar,XF,Premium Luxury,Sedan,automatic,sajwa06b99hr16630,ca,36,58637,red,tan,hoehn motors inc,18000,18600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Impala,SS,Sedan,automatic,2g1wd57c191152763,ca,19,101928,silver,black,jpmorgan chase bank n.a.,7300,5000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,Base,Sedan,,jtdbl40e099074272,ca,,100806,black,—,champion chrysler jeep dodge,6325,5700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Infiniti,QX56,Base,SUV,automatic,5n3aa08dx9n904112,ca,39,73176,black,black,california auto wholesale,21800,23200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Titan,LE,Crew Cab,automatic,1n6aa07fx9n304896,ca,,43819,black,—,r & r auto group inc,19450,18700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng71x39a258628,ca,34,69781,white,brown,high bid trading co inc,26300,30250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,1nxbu40ex9z145063,ca,24,67321,silver,gray,h & h japanese auto sales llc,7500,7250,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Pilot,Touring,SUV,automatic,5fnyf48879b049245,ca,,101408,gray,—,dublin honda,15600,15900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Audi,A4,2.0T Premium,Sedan,automatic,waujf78k49n065092,ca,1,91671,silver,black,vw credit,10050,7800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56x19b431206,ca,38,145017,gray,black,high bid trading co inc,11700,9250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,GTS,Sedan,manual,ja3au86w09u039923,ca,3,42211,black,black,prestige auto wholesale inc,8350,10800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Ford,Edge,Sport,SUV,automatic,2fmdk30c49bb05543,ca,,111399,red,black,bmw of monrovia,14150,9000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,SportWagen S PZEV,Wagon,automatic,3vwmz71k99m296790,ca,19,66069,gray,black,high bid trading co inc,7400,8500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56x69b431430,ca,33,95620,blue,beige,exeter finance corp,13300,12300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zh57b59f210827,ca,27,127609,silver,gray,gm financial,4725,4500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e49a529958,ca,23,59751,black,black,high bid trading co inc,19500,19000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Chevrolet,HHR,LT,Wagon,automatic,3gnca53v99s605842,ca,38,139959,silver,gray,valley kia,3300,3600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Impala,LT,Sedan,automatic,2g1wt57n391263481,ca,41,110430,silver,black,santander consumer,5100,6000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Nissan,Versa,1.8 SL,Sedan,automatic,3n1bc11e59l362120,ca,,115429,blue,black,quality acceptance,3825,2000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2009,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdzk22c59s225903,ca,,93903,white,—,apexcars net,10550,12000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Lexus,ES 350,Base,Sedan,automatic,jthbj46g892284480,ca,,67295,silver,—,lexus of stevens creek,14550,16500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,X5,xDrive30i,SUV,automatic,5uxfe43599l262846,ca,4,76020,black,black,motor city buick gmc,18750,16750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,BMW,M3,Base,Coupe,automatic,wbswd93559p361571,ca,39,62568,black,black,high bid trading co inc,28300,30250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Suburban,1500 LTZ,SUV,automatic,1gnfk363x9r202772,ca,33,142899,black,black,auto prime,14950,12500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Chrysler,Town and Country,LX,Minivan,automatic,2a8hr44e09r527179,ca,21,163365,red,gray,guard auto sales,4225,3400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Camry Hybrid,Base,Sedan,automatic,4t1bb46kx9u070870,ca,32,152263,silver,gray,lucky imports,6325,6300,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2009,Dodge,Grand Caravan,SXT,Minivan,automatic,2d8hn54109r502483,ca,28,65049,blue,gray,california republic bank,8475,9400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Kia,Spectra,EX,Sedan,automatic,knafe222795667652,ca,38,106090,gold,tan,santander consumer,3475,3700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,1nxbu40e39z084946,ca,,129005,black,—,marios auto wholesale,6250,5400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph57599nm33822,ca,22,162746,black,black,financial services remarketing (lease),7200,6750,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Kia,Rondo,LX,Wagon,automatic,knafg528197272189,ca,35,49995,silver,gray,kia of cerritos,7225,6500,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2009,Kia,Borrego,LX,SUV,automatic,kndjj741295012180,ca,35,68114,orange,gray,california republic bank,9675,9800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,7 Series,750Li,Sedan,automatic,wbakb83529cy59916,ca,,51562,white,black,bmw of monrovia,27600,25600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa51e59c852192,ca,28,51560,white,black,nissan motor acceptance corporation,12350,13400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Camry,SE,Sedan,automatic,4t1be46k19u830384,ca,2,134470,black,gray,jpmorgan chase bank n.a.,7275,7000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chrysler,Sebring,LX,Sedan,automatic,1c3lc46b09n536939,ca,19,71042,white,gray,us bank,5425,4000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Dodge,Journey,SXT,SUV,,3d4gg57v49t583913,ca,21,99436,black,black,veros credit,6500,4100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chrysler,Town and Country,LX,Minivan,automatic,2a8hr44e29r552102,ca,37,95305,white,gray,v/m auto broker,5875,5700,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40e59j024658,ca,,124338,gray,—,las torres auto sales inc,6325,6300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Lexus,IS 250,Base,Sedan,automatic,jthck262592029988,ca,,78315,red,—,st claire cadillac/ st claire oldsmobile,15100,14900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,1nxbu40e29z011048,ca,36,83334,white,beige,san diego sports cars,6925,9100,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Civic,LX,Sedan,automatic,19xfa16599e043529,ca,19,71988,black,gray,jpmorgan chase bank n.a.,7400,7100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,G-Class,G550,SUV,automatic,wdcyr37e19x180079,ca,5,43506,black,black,nova auto sales inc,64000,66500,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2009,Chevrolet,Aveo,2LT,Sedan,automatic,kl1tg56e19b386283,ca,34,76092,red,gray,weseloh chevrolet,3700,3900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Equinox,LT,SUV,automatic,2cndl33f096226260,ca,3,104184,burgundy,gray,wells fargo dealer services,5750,4700,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2009,MINI,Cooper,S,Convertible,automatic,wmwms33549ty07876,ca,,29044,gray,—,apexcars net,12700,13000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Ford,Fusion,S,Sedan,automatic,3fahp06z49r159157,ca,19,94354,black,beige,jpmorgan chase bank n.a.,4750,3300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Nissan,370Z,Base,Coupe,automatic,jn1az44e19m402478,ca,27,84969,silver,gray,walters auto sales/service inc,13650,13100,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2009,Ford,F-150,XLT,SuperCrew,automatic,1ftpw12v79kc92985,ca,19,87659,black,gray,jpmorgan chase bank n.a.,13250,15000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Nissan,Murano,LE,SUV,automatic,jn8az18w49w112484,ca,38,91971,silver,black,sullivan luxury cars llc,11600,12800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,GMC,Acadia,SLT-2,SUV,automatic,1gker33d69j179121,ca,28,124516,gray,gray,infiniti of montclair,9750,10300,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2009,Lincoln,MKS,Base,Sedan,automatic,1lnhm93rx9g606752,ca,37,90270,blue,tan,huntington beach ford,10550,10800,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Chevrolet,HHR,LT,Wagon,automatic,3gnca53vx9s602433,ca,34,92302,gray,tan,premium auto wholesale,5725,5600,Thu Jan 08 2015 04:00:00 GMT-0800 (PST)
2009,Jaguar,XF,Supercharged,Sedan,automatic,sajwa07c991r19169,ca,2,55314,gray,black,jaguar north america llc,18950,13000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2009,Lincoln,MKS,Base,Sedan,automatic,1lnhm94r59g627183,ca,34,54466,silver,black,ford motor credit company llc,14300,15000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Kia,Rio,LX,Sedan,automatic,knade223696442665,ca,2,106229,red,black,lincoln financial services,3275,2700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,CLK-Class,CLK550,Convertible,automatic,wdbtk72f19t105674,ca,43,59589,black,gray,mercedes-benz usa,18750,15000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnfc33079r299954,ca,38,132335,white,beige,jpmorgan chase bank n.a.,14350,15500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,TDI Loyal Edition,Sedan,automatic,3vwcl71k69m002954,ca,26,67232,black,black,onemain rem/casey's car inc,10850,11100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Tahoe Hybrid,Base,SUV,automatic,1gnfc13569r102451,ca,24,112297,black,black,ecars,15200,16000,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2009,Honda,Fit,Base,Hatchback,automatic,jhmge88259s047142,ca,31,44016,red,gray,toyota financial services,7425,8700,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2009,Ford,Flex,Limited,Wagon,automatic,2fmdk53c49ba80599,ca,41,91190,gray,black,california auto exchange,10950,13250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Subaru,Impreza,WRX,Hatchback,manual,jf1gh766x9g827008,ca,35,64423,blue,black,surf city nissan,15350,15000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Kia,Spectra,EX,Sedan,automatic,knafe222795664881,ca,19,75430,black,beige,enterprise car sales/orange,4250,3500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,C-Class,C300 Luxury,Sedan,automatic,wddgf54x69r080324,ca,42,58123,gray,black,prestige auto wholesale inc,14850,17100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,S,Sedan,automatic,1nxbu40e09z106823,ca,37,55475,red,gray,hoehn honda,8750,7600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,RAV4,Base,SUV,automatic,jtmzf33v99d009171,ca,34,118067,gray,beige,exeter finance corp,9075,9100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Camry,Base,Sedan,automatic,4t1be46k99u293134,ca,27,173082,silver,gray,high line auto inc,5825,6250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Mitsubishi,Lancer,GTS,Sedan,automatic,ja3au86w09u016089,ca,24,74656,white,black,exeter finance corp,7775,8300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Dodge,Caliber,SXT,Wagon,automatic,1b3hb48a69d157055,ca,19,99593,blue,black,jpmorgan chase bank n.a.,4625,4800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,BMW,X5,xDrive30i,SUV,automatic,5uxfe43579l274932,ca,28,80986,white,black,high bid trading co inc,18250,16500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Ford,Econoline Cargo,E-150,Van,automatic,1ftne14l29da91649,ca,3,77473,white,gray,lease plan usa,12900,11750,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2009,Ford,Econoline Wagon,E-350 Super Duty XL,Van,automatic,1fbne31l69da12052,ca,2,104102,white,gray,united auto rental,9550,10200,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2009,Honda,Accord,LX,Sedan,automatic,1hgcp26379a032751,ca,44,39080,silver,gray,south bay hyundai,9800,12300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Hyundai,Accent,GLS,Sedan,automatic,kmhcn46c99u371084,ca,33,65121,blue,beige,b & j car company,3500,5300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chrysler,PT Cruiser,Base,Wagon,automatic,3a8fy48919t513327,ca,,102710,black,gray,bmw of monrovia,3050,2300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Lexus,IS 250,Base,Sedan,automatic,jthbk262995089492,ca,25,91966,white,beige,high bid trading co inc,13000,13000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,BMW,X5,xDrive48i,SUV,automatic,5uxfe83509l309074,ca,29,82850,black,brown,high bid trading co inc,19000,18750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp36859a037335,ca,28,74029,green,black,volkswagen of murrieta,11000,12000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Hyundai,Sonata,SE V6,Sedan,automatic,5npeu46f29h489739,ca,,75030,white,black,toyota chula vista dba scion,7625,9400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,7 Series,750Li,Sedan,automatic,wbakb83559cy61434,ca,36,63409,white,beige,mercedes benz of laguna niguel,27500,27500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Dodge,Challenger,R/T,Coupe,manual,2b3lj54t79h621273,ca,44,68356,white,black,bob baker jeep,17200,18500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Subaru,Impreza,WRX,Hatchback,manual,jf1gh76629g820313,ca,28,106044,blue,black,jpmorgan chase bank n.a.,11700,12500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Avalanche,LTZ,Crew Cab,automatic,3gnec32049g168235,ca,32,78653,black,tan,coast sports cars inc,20100,24500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38609b408666,ca,24,87540,blue,gray,high bid trading co inc,11200,12500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,wdddj72x79a141839,ca,37,67439,silver,black,mossy ford,21800,24000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Sedan,automatic,wbaph53549a437399,ca,33,91084,white,beige,consolidated asset recovery systems  inc.,10750,11600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Kia,Optima,LX,Sedan,automatic,knage228495314648,ca,29,77200,burgundy,beige,remarketing by ge/schools first fcu,6075,6000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Honda,Civic,LX,Sedan,automatic,2hgfa16579h341583,ca,3,1,silver,gray,ahfc/honda lease trust/hvt  inc.,9325,1000,Tue Jun 30 2015 10:00:00 GMT-0700 (PDT)
2009,Ford,Focus,SE,Sedan,automatic,1fahp35n09w247166,ca,2,97159,silver,black,reliable credit association / milwaukee,5025,3300,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40e899023540,ca,23,108512,silver,gray,first credit finance,6550,6100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Hyundai,Sonata,GLS,Sedan,automatic,5npet46c79h413393,ca,31,93344,gray,beige,lincoln financial services,5675,5900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,GL-Class,GL320 BlueTEC,SUV,automatic,4jgbf25e49a530322,ca,,66570,white,—,south county lexus at mission viejo,25900,25250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Murano,S,SUV,automatic,jn8az18w79w115119,ca,25,119943,gray,black,gm financial,8275,8500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,S PZEV,Sedan,automatic,3vwjz71k59m149739,ca,35,53435,white,black,california auto exchange,7075,8900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Cadillac,STS,V8,Sedan,automatic,1g6dz67a190107602,ca,2,103052,white,black,san diego sports cars,9175,9000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Chrysler,Town and Country,Touring,Minivan,automatic,2a8hr54199r567599,ca,28,89624,green,gray,gm financial,8025,7000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Honda,Fit,Sport,Hatchback,automatic,jhmge88429s015413,ca,4,124009,black,black,ahfc/honda lease trust/hvt  inc.,6475,5800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Kia,Spectra,EX,Sedan,automatic,knafe222895621487,ca,3,114879,silver,gray,remarketing by ge/southern california financial,3150,4200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40e799055931,ca,29,125068,black,gray,honda world,6075,5300,Wed Jan 07 2015 04:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,S,Sedan,automatic,1nxbu40e49z005445,ca,,169387,white,black,all american leasing inc,6500,6000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e49a478395,ca,34,71559,black,black,mercedes benz of laguna niguel,18550,18300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,S PZEV,Sedan,automatic,3vwjz71k79m060738,ca,22,64829,black,black,a l financial corporation,6525,5400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,BMW,X5,xDrive30i,SUV,automatic,5uxfe43539l266455,ca,,83374,brown,tan,bassett auto sales,18000,15500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Nissan,Altima,2.5 S,Coupe,automatic,1n4al24e19c102230,ca,42,75697,gray,black,acura of riverside,8800,10300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,MINI,Cooper,Base,Hatchback,automatic,wmwmf33589tw71059,ca,39,60249,white,gray,trade in solutions,8025,8400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Toyota,Prius,Touring,Hatchback,automatic,jtdkb20u893475134,ca,35,82294,gray,gray,aaero sweet company,9025,11000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2009,MINI,Cooper,Base,Hatchback,automatic,wmwmf33509tt69779,ca,41,65531,silver,black,american road leasing inc,7750,8000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25k981222025,ca,3,87068,black,gray,tradewinds remarketing,10250,11400,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2008,Honda,Ridgeline,RT,Crew Cab,automatic,2hjyk16278h515642,ca,33,117101,silver,black,onemain rem/m&m auto traders,8325,9200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,BMW,X3,3.0si,SUV,automatic,wbxpc93488wj05650,ca,,102221,gray,—,honda of serramonte,10500,8800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Ford,F-450 Super Duty,Lariat,Crew Cab,automatic,1ftxw43r18ec20423,ca,35,75558,gray,beige,skyhigh remarketing inc,24900,29000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Sedan,automatic,wbavc53588fz86739,ca,27,91100,black,black,gm financial,9525,9500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LS,Sedan,automatic,2g1wb58n089178034,ca,37,110202,blue,beige,veros credit,4450,5500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Dodge,Magnum,Base,Wagon,automatic,2d4fv47t48h147712,ca,26,138985,red,gray,jpmorgan chase bank n.a.,3950,2900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp36848a014725,ca,43,76120,gray,gray,aaero sweet company,9500,12500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2008,Ford,F-150,XLT,SuperCab,,1ftrx14w58fb45888,ca,35,107182,white,gray,high bid trading co inc,10750,11000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,Dodge,Durango,SXT,SUV,automatic,1d8hd38k18f114274,ca,41,135722,black,gray,nissan of duarte,3950,4500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Ford,Edge,Limited,SUV,automatic,2fmdk39c78ba13991,ca,34,84486,red,beige,exeter finance corp,10650,9100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Ford,F-250 Super Duty,XL,SuperCab,automatic,1ftsx21568ed76873,ca,24,102437,white,beige,remarketing by ge/ge capital solutions,8000,7500,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LS,Sedan,automatic,2g1wt58k081233552,ca,27,97504,silver,gray,felix chevrolet & cadillac,5425,5100,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2008,BMW,3 Series,335i,Coupe,automatic,wbawb73558p039039,ca,22,112268,silver,gray,high bid trading co inc,11050,10250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,Audi,A4,2.0T,Sedan,automatic,wauaf78e68a115667,ca,29,103496,—,black,ecars,6875,7300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Volvo,S40,2.4i,Sedan,automatic,yv1ms390292432522,ca,28,90257,gray,black,remarketing by ge/nextgear capital,6800,3500,Wed Jan 07 2015 13:30:00 GMT-0800 (PST)
2008,Dodge,Charger,Base,Sedan,automatic,2b3ka43r08h198143,ca,39,113097,white,black,century dealer services corp,6200,8600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Chrysler,Sebring,LX,Convertible,automatic,1c3lc45k68n271346,ca,26,81907,white,gray,wells fargo dealer services,3975,4500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Chevrolet,Malibu Classic,LS Fleet,Sedan,automatic,1g1zs58f78f115056,ca,19,90909,gray,gray,kia of cerritos,4600,2900,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2008,Audi,Q7,3.6 quattro,SUV,automatic,wa1ay94l88d040668,ca,25,101633,gray,black,santander consumer,12600,12300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Dodge,Magnum,Base,Wagon,automatic,2d4fv47t28h207065,ca,32,98721,black,black,kia of cerritos,5600,5300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,BMW,3 Series,335xi,Coupe,,wbawc73568e064413,ca,,105964,black,—,trade in solutions irvine,11350,11500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Honda,Accord,EX,Coupe,automatic,1hgcs12778a026173,ca,26,106521,red,black,remarketing by ge/flagship credit acceptance,7025,5600,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2008,Chevrolet,Avalanche,LT,Crew Cab,automatic,3gnec12008g228675,ca,37,106237,gray,black,wondries toyota,12600,14000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
